39,14,39,42,39,39,41,41,41,41,41,41,14,42,39,42,14,39,39,40,14,41,41,41,42,39,40,41,42,39,42,39,39,40,40,42,39,40,14,41,41,40,39,40,42,40,40,14,41,39,42,14,39,14,41,235,41,39,41,40,41,14,40,14,39,40,40,40,41,41,42,39,14,14,41,39,42,41,39,39,39,41,14,41,14,42,42,41,14,42,14,14,41,41,41,40,14,42,40,14,42,40,39,40,14,14,41,39,40,39,41,39,39,42,39,42,14,14,40,42,39,14,40,40,41,41,40,14,40,14,14,14,39,40,39,42,39,39,42,40,40,42,14,41,14,40,40,14,41,41,14,40,39,39,41,39,39,42,14,39,42,40,41,14,14,14,14,42,41,39,39,39,41,42,41,40,39,14,39,41,41,40,42,39,14,41,42,39,14,40,14,39,40,39,39,40,40,14,42,14,42,41,41,42,42,41,42,42,40,42,40,14,41,41,40,40,39,42,41,14,40,42,39,41,40,42,42,14,14,14,41,41,42,14,42,41,39,39,39,39,39,42,14,40,40,41,39,42,39,41,39,14,40,41,42,41,40,40,40,39,42,41,14,39,42,42,40,14,42,42,14,41,14,42,14,39,39,42,39,42,41,39,42,39,41,39,39,42,40,14,14,41,41,14,42,42,41,40,42,40,41,39,41,42,14,40,42,42,40,41,39,40,41,39,14,41,40,42,41,41,41,42,39,40,40,41,42,14,42,42,42,40,42,40,40,40,39,41,40,41,41,39,14,14,14,41,42,14,42,41,40,39,14,41,42,39,41,14,14,42,40,42,41,41,42,42,40,39,42,42,42,42,39,39,42,40,39,41,41,14,39,14,42,40,41,41,41,41,40,42,14,14,40,39,40,14,41,41,14,39,14,40,41,41,40,39,40,40,42,14,39,42,41,40,42,40,41,40,14,40,42,41,41,42,42,41,39,39,42,40,40,40,40,42,40,41,41,40,39,39,42,42,14,39,41,41,42,42,39,40,40,39,41,42,41,41,39,41,40,42,42,42,40,41,14,14,14,14,40,14,41,39,40,40,41,39,42,41,42,14,41,40,14,40,42,39,39,41,42,14,14,40,42,14,39,42,14,14,42,14
133,131,132,131,131,132,132,131,133,145,133,131,131,131,131,133,132,133,131,145,131,131,131,131,40,42,40,40,42,41,39,40,14,14,42,40,40,42,41,39,40,14,42,14,40,39,39,14,42,39,42,14,39,41,41,235,40,40,14,41,41,39,41,42,40,41,14,14,14,42,39,41,40,39,41,40,40,14,40,41,39,41,40,42,42,39,42,42,39,39,40,39,40,42,14,42,14,42,40,39,42,39,14,40,40,42,41,39,14,41,42,14,39,42,40,41,14,40,40,14,39,39,42,42,14,41,42,14,14,40,40,39,14,41,39,40,14,14,42,39,40,39,39,14,14,14,40,14,14,40,42,39,14,40,40,40,40,39,41,14,14,41,14,40,40,41,39,42,14,42,41,41,42,41,41,14,40,39,42,41,40,42,42,41,40,40,40,42,40,42,42,41,14,42,42,41,39,41,39,41,42,39,14,14,42,14,39,40,39,39,14,40,39,39,14,39,40,39,41,40,42,39,42,41,14,39,42,39,41,14,42,40,40,41,40,39,39,41,42,41,40,42,42,39,40,42,42,42,39,41,40,40,14,40,14,42,42,40,40,41,14,39,41,41,42,14,42,41,14,39,41,39,39,40,41,39,42,41,42,41,39,14,14,40,42,14,39,42,41,39,41,39,41,40,40,42,40,14,14,42,14,41,39,14,40,14,42,42,39,14,42,42,42,39,39,42,39,42,39,42,14,42,42,41,42,14,42,40,42,14,42,41,42,42,40,40,39,41,41,39,42,42,40,42,14,14,14,42,39,42,40,14,14,40,41,41,42,41,40,14,39,39,40,39,42,42,42,39,40,41,41,42,14,41,14,41,14,40,42,40,41,40,39,42,14,40,40,40,42,42,41,40,14,41,39,40,40,41,39,42,39,40,42,40,39,14,14,42,14,41,39,40,40,40,39,40,14,42,40,39,14,42,40,42,14,14,42,40,14,41,41,39,40,40,40,14,40,39,42,39,42,42,42,41,14,14,14,40,39,41,42,39,40,40,39,40,39,41,14,14,40,42,14,41,42,41,39,42,14,42,14,39,42,42,40,39,14,40,42,14,40,39,42,41,40,41,39,42,40,41,39,42,14,41,41,40,42,39,39,42
132,145,131,132,145,133,132,132,131,131,132,145,145,133,131,131,131,133,131,132,145,131,131,131,14,39,40,41,40,39,39,41,41,39,39,14,39,42,40,39,14,39,14,40,39,42,42,39,40,39,40,39,14,40,41,235,40,41,41,39,39,40,42,14,40,14,41,40,41,40,14,40,14,41,39,14,39,39,40,39,41,41,39,40,39,39,41,42,42,41,39,39,40,39,42,40,39,41,42,40,39,39,42,39,14,39,14,42,41,41,39,40,42,40,42,14,14,39,14,41,42,42,41,39,40,14,14,39,42,14,14,40,41,42,39,41,42,41,40,14,14,40,42,14,40,14,14,39,42,40,39,42,41,14,39,14,14,14,39,40,42,42,42,42,14,39,39,42,14,42,39,41,41,42,14,42,41,39,41,41,14,14,42,41,41,39,14,41,40,14,39,14,41,39,40,14,14,40,39,40,42,40,39,39,42,42,14,40,39,14,14,39,41,42,39,41,41,14,41,40,14,14,14,41,41,14,42,39,14,42,14,42,14,14,42,41,42,14,39,14,14,40,42,41,40,39,39,42,40,41,39,39,42,14,41,41,39,42,40,14,39,14,41,39,40,41,39,14,40,42,41,40,14,41,41,42,14,41,42,40,41,42,42,14,14,39,39,14,40,14,42,14,40,14,40,40,40,14,42,14,14,14,39,41,42,42,42,39,41,39,14,14,14,41,39,39,41,39,39,14,40,41,41,41,39,14,39,41,39,14,41,40,14,42,39,42,14,42,14,42,41,40,41,42,41,14,14,41,41,39,40,40,41,39,39,42,42,42,39,42,42,40,39,14,39,14,40,40,40,39,39,42,40,41,39,14,41,40,14,41,42,39,14,40,42,42,40,40,14,14,40,42,39,42,42,40,41,14,41,41,40,40,39,41,14,14,41,40,14,39,39,40,14,41,39,42,42,41,14,14,42,40,39,41,41,41,40,40,41,42,42,14,40,39,14,41,41,41,39,40,39,14,39,40,40,14,39,40,39,41,40,40,41,14,14,40,42,40,42,14,14,42,39,40,41,42,14,14,39,40,14,39,42,42,39,42,40,42,39,40,39,39,40,41,14,14,41,14,41,40,41,42,14,42,39,42,14,41,40,14
131,145,131,132,133,131,145,132,131,133,133,131,133,132,133,132,132,132,131,145,132,131,131,131,42,14,42,41,14,40,42,39,39,42,42,14,42,39,14,40,42,40,40,39,14,14,41,42,41,14,39,14,40,39,41,235,14,40,40,40,40,14,40,42,40,41,42,14,42,14,40,39,14,42,39,14,40,14,42,42,40,39,39,14,39,40,42,40,14,42,14,14,39,42,41,14,41,39,39,14,39,42,41,41,41,39,40,40,41,39,39,39,40,41,40,42,39,39,39,39,41,40,39,39,40,14,39,41,41,42,14,39,14,42,39,42,14,41,42,41,41,42,14,39,42,41,39,39,42,41,42,39,40,40,40,42,14,41,40,41,42,42,40,40,40,42,39,41,41,42,41,40,40,40,14,14,41,42,42,41,41,41,39,39,39,41,42,41,41,39,41,39,14,41,39,40,39,40,40,40,39,14,40,39,14,42,40,14,41,41,42,42,39,14,14,42,42,42,42,40,42,41,14,14,40,42,39,41,39,42,42,39,39,42,42,42,39,41,41,40,40,14,42,14,41,40,41,39,42,39,40,14,39,41,42,39,40,39,40,41,41,42,41,14,39,42,41,40,40,41,41,40,40,14,41,42,42,39,40,14,14,42,40,41,14,42,40,39,41,14,14,40,39,14,14,42,42,40,14,40,14,14,40,41,42,42,41,39,39,42,40,14,41,42,14,42,42,41,40,40,39,41,42,14,39,14,41,41,14,40,41,42,41,41,40,41,41,14,14,14,14,42,41,14,40,39,14,40,40,39,41,42,42,14,14,39,40,41,41,39,40,14,41,40,14,39,14,40,14,40,39,42,14,14,14,41,41,42,42,14,41,41,39,41,40,14,40,14,41,40,40,41,42,42,42,39,42,40,39,14,14,40,14,14,14,41,14,40,42,39,42,14,41,39,42,14,42,42,40,39,14,42,41,42,39,42,39,14,40,39,14,39,39,39,40,41,41,39,42,14,42,14,14,41,39,42,40,41,41,40,39,14,40,39,42,41,40,39,14,41,39,39,40,42,40,42,41,14,42,40,42,39,42,14,40,40,42,14,39,42,40,14,41,41,14,40,40,40,41,39,14,39,41,40,14,14,39,40,39,41
133,145,145,145,133,133,145,131,132,132,145,145,133,133,132,145,132,131,132,133,145,131,131,131,14,14,42,39,42,39,41,39,39,41,14,39,14,14,42,41,14,40,39,40,42,42,39,40,42,40,40,42,40,42,40,235,39,39,40,14,39,14,42,14,41,14,39,42,42,39,39,40,14,14,14,39,40,41,40,42,41,40,40,14,42,40,39,42,41,39,40,40,41,39,40,42,14,40,42,41,40,14,41,40,40,14,42,42,42,40,42,42,42,14,39,39,39,39,42,42,41,40,14,40,39,14,41,42,42,40,42,40,39,42,39,41,40,39,42,14,39,40,14,39,39,42,41,42,14,14,40,40,41,39,41,39,41,41,41,40,39,41,41,40,42,41,14,14,14,39,41,41,42,42,14,39,40,39,41,39,39,39,14,42,42,41,14,42,40,14,41,41,40,40,42,39,42,40,39,40,39,42,41,41,14,14,41,42,40,42,41,40,40,39,40,40,41,40,42,39,40,39,41,41,42,14,41,41,41,39,40,40,40,41,39,40,41,40,42,14,40,39,14,41,41,39,42,42,41,40,42,40,39,40,42,39,42,39,42,42,14,40,42,40,39,41,39,41,14,14,40,40,39,41,40,40,42,42,40,42,40,41,42,14,41,40,41,40,42,42,39,42,41,14,14,39,41,40,14,42,41,39,14,39,14,42,14,39,14,40,41,42,39,14,40,42,14,40,41,40,39,41,14,42,39,40,42,39,39,39,40,40,41,40,39,14,39,14,42,39,39,40,40,40,41,42,39,40,42,42,14,14,40,14,39,42,42,14,42,14,14,42,40,42,39,41,41,40,41,14,14,42,14,14,42,42,39,42,39,40,14,40,39,40,41,40,42,42,14,39,41,40,41,41,39,40,42,14,14,42,42,40,42,39,40,39,40,40,40,42,14,14,39,14,39,14,39,14,39,42,41,14,41,40,14,40,41,42,42,40,41,39,14,14,14,39,14,40,42,40,41,40,40,41,39,42,40,41,14,14,39,39,39,40,39,39,42,41,40,40,42,40,39,14,40,42,14,42,41,40,40,39,40,42,40,14,14,42,41,42,39,41,41,41,40,39,40,14,41,39,40,40,42,14,40,42,14,40,40,42
132,133,145,131,133,133,133,133,132,133,145,145,132,133,133,132,131,133,145,145,145,131,131,131,40,40,39,14,39,14,41,40,14,14,41,14,42,41,39,42,42,39,41,39,42,14,40,41,41,14,42,14,42,14,39,235,39,40,14,40,40,14,39,14,14,41,14,14,41,41,39,42,42,14,40,40,42,42,39,41,39,41,40,39,14,39,42,41,40,40,39,42,14,39,42,14,14,41,42,42,39,42,42,41,41,42,42,42,40,41,14,40,39,40,39,41,42,14,42,39,14,42,14,41,14,14,14,14,42,41,41,39,42,42,42,41,14,42,39,14,41,41,39,42,41,42,42,40,14,41,14,14,40,41,39,41,41,41,40,40,39,40,42,39,41,40,42,39,40,39,39,41,40,39,40,39,41,40,40,14,14,41,39,40,41,41,39,42,41,41,40,41,14,41,40,42,40,39,42,40,40,39,40,42,14,41,41,14,42,14,14,39,41,40,40,41,42,14,14,14,42,42,39,41,40,39,42,41,40,41,14,41,14,39,42,39,41,39,39,40,14,40,41,42,14,41,14,42,41,39,41,42,39,41,40,39,40,41,39,39,40,41,39,39,42,41,42,14,39,41,39,40,39,40,41,14,40,40,14,39,42,40,14,14,41,42,42,39,14,41,39,39,41,41,40,42,40,42,39,42,42,14,41,41,14,41,42,41,41,14,14,39,14,40,42,40,41,42,40,41,40,40,41,40,41,14,40,42,40,40,14,14,41,39,42,39,41,39,14,41,42,39,41,42,41,40,14,14,14,39,41,14,41,40,40,42,14,39,40,14,40,40,39,42,39,42,40,14,14,40,40,14,14,42,40,14,14,39,41,41,41,42,39,14,39,42,41,39,41,14,39,41,41,39,41,41,41,40,40,42,41,41,42,40,41,42,40,42,14,42,40,42,41,40,39,39,39,14,40,14,42,40,40,39,39,42,40,39,40,39,40,39,41,41,40,40,39,40,14,14,42,40,42,42,14,41,14,42,39,42,40,39,41,39,14,41,41,40,14,41,41,42,14,40,40,14,42,42,40,14,40,41,42,39,41,14,41,14,39,39,42,40,40,41,39,14,40,42,40,39,42,41,42,14,42,42,42,42,40,14
145,145,145,133,145,132,131,145,132,131,131,131,131,145,131,145,133,133,131,133,145,131,131,131,41,40,41,39,41,40,40,39,42,14,39,14,14,40,14,14,39,39,40,39,14,42,40,41,40,42,14,40,39,42,14,235,41,40,14,42,14,14,41,40,42,42,39,42,14,39,41,42,42,41,41,41,39,41,40,14,42,40,40,40,42,40,42,40,42,41,41,41,42,14,42,42,42,14,42,42,14,39,14,41,39,40,14,39,41,39,14,39,40,41,39,40,41,14,42,39,42,40,41,41,41,41,14,42,41,42,14,40,40,41,39,14,39,41,41,39,40,40,41,41,42,39,42,42,39,14,39,14,41,14,14,40,40,42,14,39,40,40,14,41,42,39,39,40,39,40,41,40,42,39,40,42,40,40,39,40,40,14,40,42,14,41,14,41,40,42,41,14,41,14,40,39,42,42,42,41,14,39,39,39,41,41,41,42,39,42,41,42,41,42,42,41,14,41,14,14,42,39,40,40,40,14,39,39,41,42,41,40,39,39,14,42,40,41,41,41,42,40,42,14,42,40,14,41,39,42,39,39,40,39,40,42,39,42,14,39,41,41,40,41,41,41,40,39,41,39,41,40,41,40,14,14,40,42,14,39,41,39,41,40,14,14,14,40,41,41,39,40,14,14,41,14,40,39,42,39,40,14,41,41,40,39,40,41,39,42,41,40,39,41,41,39,41,42,39,41,14,39,41,39,39,42,40,14,42,40,41,14,42,39,42,41,14,14,39,40,42,14,14,14,42,40,14,14,14,42,42,42,14,40,42,41,42,14,42,14,39,40,42,42,14,42,40,14,40,40,14,42,42,42,39,42,40,42,42,39,39,40,42,42,40,42,41,41,39,40,42,39,41,14,41,39,39,41,41,42,14,42,41,14,40,40,14,14,39,14,40,42,39,14,14,14,42,42,41,40,41,40,42,42,41,42,14,14,42,40,40,39,41,40,41,40,40,41,41,14,39,42,39,42,42,39,14,40,40,14,42,41,42,42,14,14,39,39,40,41,40,41,39,14,40,41,39,41,40,41,42,40,42,41,42,39,40,39,14,39,41,14,41,39,42,39,39,42,14,14,41,41,41,41,41,39,40,40,40,41
132,131,133,131,132,131,145,145,132,133,131,132,145,133,131,132,133,131,131,145,145,131,131,131,40,41,42,40,42,14,40,39,14,41,42,41,42,41,42,40,41,41,40,41,40,39,42,14,41,39,41,41,39,41,40,235,14,14,14,14,14,42,41,42,40,42,41,41,39,41,40,40,40,14,39,40,40,39,41,41,39,41,41,40,41,40,42,40,39,41,40,40,40,41,41,41,41,40,42,40,14,40,42,41,39,42,39,39,14,39,14,41,14,40,14,14,14,42,40,42,40,42,42,39,42,40,14,41,42,39,42,42,14,41,39,41,41,41,40,14,41,41,14,42,42,41,41,42,40,41,42,41,40,39,40,39,40,42,14,40,39,40,39,14,14,41,14,42,14,39,41,42,41,40,14,41,39,39,14,14,41,42,42,41,41,39,14,14,41,40,41,40,39,39,14,41,39,40,42,39,41,40,14,14,42,41,41,40,40,41,39,14,42,39,41,42,42,39,41,42,40,39,42,40,14,42,39,14,14,41,39,39,41,14,40,40,41,14,39,14,40,42,39,14,40,41,42,41,14,41,14,39,41,42,42,40,40,40,41,14,39,14,40,40,39,39,14,42,41,41,42,41,39,39,42,39,39,40,40,41,42,14,41,39,41,42,14,14,40,40,42,42,40,39,42,39,14,40,14,40,42,40,14,14,40,42,14,14,39,40,39,14,14,41,14,40,41,40,41,39,42,41,40,39,42,39,39,42,40,40,41,14,41,41,42,14,41,42,14,14,42,40,42,41,42,41,41,40,40,39,41,14,39,14,42,42,42,39,40,41,41,42,14,40,14,39,39,39,39,14,41,42,42,40,39,40,42,39,39,40,14,39,39,41,39,39,14,42,14,42,40,42,39,14,39,41,39,41,41,41,40,42,14,42,14,39,41,14,42,42,40,39,40,39,39,14,42,14,14,41,42,42,41,42,14,14,42,39,39,40,40,14,42,14,39,14,40,14,14,40,14,42,39,41,39,14,41,14,40,40,14,14,14,41,41,41,39,14,40,41,42,42,14,42,39,41,39,14,42,14,41,41,14,42,14,40,40,41,14,14,39,40,41,41,39,41,14,42,42,41,39,40,41,42,41,39,41,40,42,39
131,131,145,132,133,145,133,132,145,132,132,133,145,145,133,133,132,133,145,131,145,131,131,131,14,39,14,39,14,42,39,42,40,42,40,14,39,39,40,40,14,40,40,14,14,41,41,39,42,41,39,41,40,41,41,235,39,42,39,14,42,40,14,41,40,40,14,41,42,14,40,40,14,42,41,42,39,39,39,42,41,42,14,41,14,39,40,39,41,40,42,40,39,39,42,42,39,39,39,40,39,42,39,42,39,14,14,39,40,39,39,41,14,41,40,39,39,39,40,14,14,40,40,14,14,39,42,39,42,40,39,40,40,39,41,41,39,41,14,39,41,41,14,39,42,39,41,39,42,40,42,39,42,41,40,42,40,39,14,42,41,39,40,42,40,14,40,14,42,41,40,14,14,39,14,42,14,14,14,40,42,39,14,39,40,42,40,14,14,42,39,40,42,40,39,40,42,40,41,14,39,41,41,14,42,39,41,41,41,41,41,39,40,41,40,42,39,39,41,39,42,42,39,41,14,39,14,40,42,42,42,41,14,41,41,41,14,40,42,42,40,42,40,39,14,41,40,41,41,14,39,39,40,42,39,14,40,14,14,40,41,41,40,41,39,39,39,42,42,42,40,41,40,42,41,14,41,40,39,41,39,14,42,40,42,14,39,41,39,14,42,41,40,39,40,40,41,14,39,42,41,41,39,39,41,41,42,41,42,41,42,40,39,40,40,41,42,40,41,14,41,41,41,39,39,41,14,42,41,40,41,41,40,39,39,41,39,42,41,40,14,39,41,42,42,14,14,40,42,41,42,41,41,42,40,14,42,40,40,42,14,41,39,14,40,39,40,14,41,39,40,41,41,40,42,42,40,14,42,39,42,39,40,41,42,42,39,42,40,39,14,42,40,41,39,42,14,14,41,14,14,39,42,41,40,42,42,39,14,42,14,42,42,42,42,42,14,41,14,41,42,40,40,40,41,42,39,39,14,42,42,14,40,40,41,39,42,41,42,39,40,42,14,39,42,40,42,40,14,42,42,14,42,14,41,14,40,14,39,40,40,42,14,14,42,41,14,42,14,42,39,14,39,14,39,39,39,40,40,39,39,42,14,40,41,41,42,40,40,40,41,39,41,42,42,41,39,41,39,39
40,42,41,14,39,40,14,39,14,42,39,39,39,42,14,39,39,40,41,14,40,131,131,131,41,40,14,41,40,41,39,39,14,39,40,14,42,40,14,40,42,42,14,14,41,40,41,41,14,42,14,39,41,40,42,235,41,42,40,42,40,14,42,39,41,41,41,14,14,40,41,14,41,14,14,14,39,42,14,42,40,14,14,42,40,42,41,14,41,42,39,40,14,14,39,40,40,39,40,42,39,42,14,42,41,40,39,42,42,42,41,41,14,39,41,41,40,41,42,14,42,41,41,42,41,14,40,14,40,14,40,40,14,42,14,40,39,42,42,14,42,42,41,42,41,41,39,39,42,41,39,41,40,40,40,41,41,41,39,42,40,14,41,40,42,42,39,40,42,14,41,42,41,40,42,41,39,39,41,42,42,14,39,40,42,40,40,40,14,40,40,41,14,41,41,42,14,14,39,41,14,14,41,41,39,39,42,40,42,40,40,40,14,14,39,39,41,41,41,39,39,40,14,42,42,39,42,39,41,14,14,40,42,40,41,42,14,42,40,39,42,42,42,39,42,14,14,39,39,42,42,41,40,42,42,42,14,14,42,39,40,42,41,40,41,14,39,41,42,41,39,39,39,40,41,42,39,39,39,39,39,41,39,40,40,42,41,41,40,39,41,40,40,14,39,40,42,42,39,41,40,42,40,14,42,40,42,41,40,41,41,39,39,39,39,39,14,40,41,14,14,41,40,39,42,41,42,42,40,40,39,41,42,42,41,41,39,39,14,14,40,14,39,42,42,14,14,40,40,39,40,41,42,39,41,41,40,40,39,42,40,42,39,14,39,39,14,41,41,42,40,39,40,39,40,14,40,42,41,41,14,14,14,39,40,14,42,42,41,39,39,14,41,14,42,39,40,42,40,40,41,41,41,14,42,14,14,39,42,39,14,39,40,40,41,39,40,14,14,40,39,40,40,39,39,39,41,42,41,42,40,42,41,39,39,40,42,14,14,14,41,39,41,41,42,41,39,41,42,42,14,14,39,41,41,40,39,41,39,40,42,39,39,14,40,39,42,41,41,40,39,39,42,42,42,14,40,42,42,40,39,40,41,41,14,42,39,42,39,41,39,42,41,42,14,40,39,39,14,40
